# CREATED_DATE: 2020-01-12T19:42:56.601Z
# MODIFIED_DATE: 2022-07-23T07:04:50.654Z
# STATUS: NeedsTemplate
# OBS_GROUP: YSE
# NON_DETECT_BAND: Gaia-Photometric - G
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: SN Ib/c
# CONTEXT_CLASS: SN
# BEST_SPECTRUM: None
# HOST: Host: SDSSJ124243.88+024327.9; (12:42:43.89, +02:43:27.98)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2020ue
# RA: 190.6949078274054
# DEC: 2.6595073717721083
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2020-01-19T00:00:00Z
# REDSHIFT: 0.003
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2020-01-20T05:54:14Z
# NON_DETECT_LIMIT: 21.5
# MW_EBV: 0.025
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_target.jpeg
# POSTAGE_STAMP_REF: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_ref.jpeg
# POSTAGE_STAMP_DIFF: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_diff.jpeg
# POSTAGE_STAMP_FILE_FITS: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_target.fits
# POSTAGE_STAMP_REF_FITS: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_ref.fits
# POSTAGE_STAMP_DIFF_FITS: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_diff.fits
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: 0.83
# ALT_STATUS: CONFIRMED
# SLUG: 2020ue
# REAL_BOGUS_SCORE: None
# HAS_HST: False
# HAS_SPITZER: None
# HAS_CHANDRA: True
# TAGS: [10, 22, 29, 32, 47, 77]
# END: 
NVAR: 10 PHOTOMETRY
VARNAMES: MJD FLT FLUXCAL FLUXCALERR MAG MAGERR MAGSYS TELESCOPE INSTRUMENT DQ
OBS: 58877.974 sso1m::rp 1122596.591 6881.880 12.375 0.007 None Siding_Spring_1m Sinistro None
OBS: 58877.976 sso1m::ip 603892.832 3984.317 13.048 0.007 None Siding_Spring_1m Sinistro None
OBS: 58878.005 sso1m::up 672186.737 10680.893 12.931 0.017 None Siding_Spring_1m Sinistro None
OBS: 58878.006 sso1m::gp 1312252.172 8442.557 12.205 0.007 None Siding_Spring_1m Sinistro None
OBS: 58878.007 sso1m::rp 1141496.680 6402.935 12.356 0.006 None Siding_Spring_1m Sinistro None
OBS: 58878.009 sso1m::ip 606406.094 3484.680 13.043 0.006 None Siding_Spring_1m Sinistro None
OBS: 58878.225 sso1m::B 1137962.780 16347.639 12.360 0.016 None Siding_Spring_1m Sinistro None
OBS: 58878.226 sso1m::V 1277509.991 13568.795 12.234 0.012 None Siding_Spring_1m Sinistro None
OBS: 58878.226 sso1m::gp 1207368.395 11970.709 12.296 0.011 None Siding_Spring_1m Sinistro None
OBS: 58878.228 sso1m::rp 1111031.772 9958.044 12.386 0.010 None Siding_Spring_1m Sinistro None
OBS: 58878.229 sso1m::ip 568128.096 4691.339 13.114 0.009 None Siding_Spring_1m Sinistro None
OBS: 58878.419 sso1m::up 634982.333 14733.937 12.993 0.025 None Siding_Spring_1m Sinistro None
OBS: 58878.420 sso1m::gp 1270677.460 9334.590 12.240 0.008 None Siding_Spring_1m Sinistro None
OBS: 58878.422 sso1m::rp 1078625.097 6707.585 12.418 0.007 None Siding_Spring_1m Sinistro None
OBS: 58878.423 sso1m::ip 569309.503 3562.628 13.112 0.007 None Siding_Spring_1m Sinistro None
OBS: 58878.969 sso1m::up 608977.540 12039.711 13.038 0.021 None Siding_Spring_1m Sinistro None
OBS: 58878.970 sso1m::gp 1237278.100 8044.778 12.269 0.007 None Siding_Spring_1m Sinistro None
OBS: 58878.972 sso1m::rp 1058320.141 5723.081 12.439 0.006 None Siding_Spring_1m Sinistro None
OBS: 58878.973 sso1m::ip 547918.425 3083.363 13.154 0.006 None Siding_Spring_1m Sinistro None
OBS: 58879.236 sso1m::B 1114558.578 12171.731 12.382 0.012 None Siding_Spring_1m Sinistro None
OBS: 58879.237 sso1m::V 1246514.865 12494.201 12.260 0.011 None Siding_Spring_1m Sinistro None
OBS: 58879.239 sso1m::gp 1232861.098 10690.750 12.272 0.009 None Siding_Spring_1m Sinistro None
OBS: 58879.240 sso1m::rp 1023565.703 8595.690 12.475 0.009 None Siding_Spring_1m Sinistro None
OBS: 58879.241 sso1m::ip 499287.355 4153.660 13.254 0.009 None Siding_Spring_1m Sinistro None
OBS: 58880.271 sso1m::B 988399.648 11027.307 12.513 0.012 None Siding_Spring_1m Sinistro None
OBS: 58880.272 sso1m::V 1204086.284 11557.089 12.299 0.010 None Siding_Spring_1m Sinistro None
OBS: 58880.273 sso1m::gp 1122351.543 9608.133 12.375 0.009 None Siding_Spring_1m Sinistro None
OBS: 58880.275 sso1m::rp 955276.068 8101.183 12.549 0.009 None Siding_Spring_1m Sinistro None
OBS: 58880.276 sso1m::ip 483987.066 3897.585 13.288 0.009 None Siding_Spring_1m Sinistro None
OBS: 58882.030 sso1m::B 856138.852 9637.248 12.669 0.012 None Siding_Spring_1m Sinistro None
OBS: 58882.031 sso1m::V 1040166.378 10237.669 12.457 0.011 None Siding_Spring_1m Sinistro None
OBS: 58882.032 sso1m::gp 1007414.837 9001.197 12.492 0.010 None Siding_Spring_1m Sinistro None
OBS: 58882.034 sso1m::rp 811001.836 6402.538 12.728 0.009 None Siding_Spring_1m Sinistro None
OBS: 58882.035 sso1m::ip 422127.980 3386.288 13.436 0.009 None Siding_Spring_1m Sinistro None
OBS: 58882.052 sso1m::up 375923.367 5597.560 13.563 0.016 None Siding_Spring_1m Sinistro None
OBS: 58882.054 sso1m::gp 997029.233 6239.214 12.503 0.007 None Siding_Spring_1m Sinistro None
OBS: 58882.055 sso1m::rp 807948.886 4295.856 12.732 0.006 None Siding_Spring_1m Sinistro None
OBS: 58882.056 sso1m::ip 419728.204 2316.079 13.443 0.006 None Siding_Spring_1m Sinistro None
OBS: 58883.052 sso1m::B 760613.920 8624.149 12.797 0.012 None Siding_Spring_1m Sinistro None
OBS: 58883.053 sso1m::V 1004953.075 9736.598 12.495 0.011 None Siding_Spring_1m Sinistro None
OBS: 58883.054 sso1m::gp 909891.522 8146.229 12.602 0.010 None Siding_Spring_1m Sinistro None
OBS: 58883.055 sso1m::rp 790980.767 6771.173 12.755 0.009 None Siding_Spring_1m Sinistro None
OBS: 58883.057 sso1m::ip 406849.792 3429.102 13.476 0.009 None Siding_Spring_1m Sinistro None
OBS: 58884.063 sso1m::B 654768.377 7097.033 12.960 0.012 None Siding_Spring_1m Sinistro None
OBS: 58884.065 sso1m::V 918889.887 8653.690 12.592 0.010 None Siding_Spring_1m Sinistro None
OBS: 58884.065 sso1m::gp 848858.219 7320.839 12.678 0.009 None Siding_Spring_1m Sinistro None
OBS: 58884.067 sso1m::rp 736667.929 5960.918 12.832 0.009 None Siding_Spring_1m Sinistro None
OBS: 58884.068 sso1m::ip 401890.414 3176.046 13.490 0.009 None Siding_Spring_1m Sinistro None
OBS: 58885.239 sso1m::up 241277.575 4824.112 14.044 0.022 None Siding_Spring_1m Sinistro None
OBS: 58885.241 sso1m::gp 724186.904 5675.433 12.851 0.009 None Siding_Spring_1m Sinistro None
OBS: 58885.242 sso1m::rp 689488.254 4538.993 12.904 0.007 None Siding_Spring_1m Sinistro None
OBS: 58885.243 sso1m::ip 388851.905 2467.595 13.526 0.007 None Siding_Spring_1m Sinistro None
OBS: 58885.264 sso1m::B 526554.602 7573.845 13.196 0.016 None Siding_Spring_1m Sinistro None
OBS: 58885.265 sso1m::V 818426.919 8766.973 12.717 0.012 None Siding_Spring_1m Sinistro None
OBS: 58885.267 sso1m::gp 709071.782 7139.337 12.874 0.011 None Siding_Spring_1m Sinistro None
OBS: 58885.268 sso1m::rp 673695.509 6074.076 12.929 0.010 None Siding_Spring_1m Sinistro None
OBS: 58885.269 sso1m::ip 394189.166 3465.099 13.511 0.010 None Siding_Spring_1m Sinistro None
OBS: 58888.042 sso1m::up 30276.722 30276.722 16.297 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 58888.043 sso1m::gp 543922.186 5068.358 13.162 0.010 None Siding_Spring_1m Sinistro None
OBS: 58888.044 sso1m::rp 17206.277 17206.277 16.911 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 58888.046 sso1m::ip 13714.421 13714.421 17.157 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 58892.931 sso1m::up 77632.686 1912.391 15.275 0.027 None Siding_Spring_1m Sinistro None
OBS: 58892.932 sso1m::gp 290523.932 2848.924 13.842 0.011 None Siding_Spring_1m Sinistro None
OBS: 58892.933 sso1m::rp 560543.297 4756.575 13.128 0.009 None Siding_Spring_1m Sinistro None
OBS: 58892.935 sso1m::ip 491528.240 3894.506 13.271 0.009 None Siding_Spring_1m Sinistro None
OBS: 58895.923 sso1m::up 56153.762 1344.429 15.626 0.026 None Siding_Spring_1m Sinistro None
OBS: 58895.924 sso1m::gp 214459.317 1537.218 14.172 0.008 None Siding_Spring_1m Sinistro None
OBS: 58895.925 sso1m::rp 421535.283 2555.754 13.438 0.007 None Siding_Spring_1m Sinistro None
OBS: 58895.927 sso1m::ip 408374.535 2650.919 13.473 0.007 None Siding_Spring_1m Sinistro None
OBS: 58900.175 sso1m::up 45833.761 1167.396 15.848 0.028 None Siding_Spring_1m Sinistro None
OBS: 58900.176 sso1m::gp 169489.721 1168.341 14.427 0.007 None Siding_Spring_1m Sinistro None
OBS: 58900.177 sso1m::rp 327111.039 2219.769 13.713 0.007 None Siding_Spring_1m Sinistro None
OBS: 58900.178 sso1m::ip 301251.162 1888.612 13.802 0.007 None Siding_Spring_1m Sinistro None
OBS: 58904.899 sso1m::up 39852.169 1416.426 15.999 0.039 None Siding_Spring_1m Sinistro None
OBS: 58904.900 sso1m::gp 138933.388 1112.955 14.643 0.009 None Siding_Spring_1m Sinistro None
OBS: 58904.901 sso1m::rp 246770.488 1612.128 14.019 0.007 None Siding_Spring_1m Sinistro None
OBS: 58904.902 sso1m::ip 224405.601 1558.505 14.122 0.008 None Siding_Spring_1m Sinistro None
OBS: 58908.468 sso1m::up 33777.130 1509.923 16.178 0.049 None Siding_Spring_1m Sinistro None
OBS: 58908.469 sso1m::gp 124771.246 1120.076 14.759 0.010 None Siding_Spring_1m Sinistro None
OBS: 58908.470 sso1m::rp 207163.048 1543.197 14.209 0.008 None Siding_Spring_1m Sinistro None
OBS: 58908.471 sso1m::ip 181330.016 1434.152 14.353 0.009 None Siding_Spring_1m Sinistro None
OBS: 58913.303 sso1m::up 27558.324 566.918 16.399 0.022 None Siding_Spring_1m Sinistro None
OBS: 58913.304 sso1m::gp 110734.006 759.334 14.889 0.007 None Siding_Spring_1m Sinistro None
OBS: 58913.306 sso1m::rp 176826.542 1075.618 14.381 0.007 None Siding_Spring_1m Sinistro None
OBS: 58913.307 sso1m::ip 149406.699 955.506 14.564 0.007 None Siding_Spring_1m Sinistro None
OBS: 58917.215 sso1m::up 26395.365 919.327 16.447 0.038 None Siding_Spring_1m Sinistro None
OBS: 58917.216 sso1m::gp 103022.925 1166.151 14.968 0.012 None Siding_Spring_1m Sinistro None
OBS: 58917.217 sso1m::rp 151864.509 1503.120 14.547 0.011 None Siding_Spring_1m Sinistro None
OBS: 58917.218 sso1m::ip 129031.532 1205.230 14.723 0.010 None Siding_Spring_1m Sinistro None
OBS: 58921.150 sso1m::up 22871.276 2122.453 16.602 0.101 None Siding_Spring_1m Sinistro None
OBS: 58921.151 sso1m::gp 93733.666 976.582 15.070 0.011 None Siding_Spring_1m Sinistro None
OBS: 58921.152 sso1m::rp 133219.842 1138.194 14.689 0.009 None Siding_Spring_1m Sinistro None
OBS: 58921.153 sso1m::ip 109269.562 912.478 14.904 0.009 None Siding_Spring_1m Sinistro None
OBS: 58925.170 sso1m::up 22901.915 613.018 16.600 0.029 None Siding_Spring_1m Sinistro None
OBS: 58925.172 sso1m::gp 91823.580 631.130 15.093 0.007 None Siding_Spring_1m Sinistro None
OBS: 58925.173 sso1m::rp 119920.080 805.280 14.803 0.007 None Siding_Spring_1m Sinistro None
OBS: 58925.174 sso1m::ip 99190.681 662.817 15.009 0.007 None Siding_Spring_1m Sinistro None
OBS: 58932.829 sso1m::up 18341.808 741.114 16.842 0.044 None Siding_Spring_1m Sinistro None
OBS: 58932.830 sso1m::gp 78493.107 628.432 15.263 0.009 None Siding_Spring_1m Sinistro None
OBS: 58932.831 sso1m::rp 93321.411 668.991 15.075 0.008 None Siding_Spring_1m Sinistro None
OBS: 58932.832 sso1m::ip 74562.086 626.190 15.319 0.009 None Siding_Spring_1m Sinistro None
OBS: 58938.719 sso1m::gp 68620.931 392.331 15.409 0.006 None Siding_Spring_1m Sinistro None
OBS: 58938.724 sso1m::rp 74274.583 347.529 15.323 0.005 None Siding_Spring_1m Sinistro None
OBS: 58944.714 sso1m::up 14815.224 841.822 17.073 0.062 None Siding_Spring_1m Sinistro None
OBS: 58944.715 sso1m::gp 62395.728 659.616 15.512 0.011 None Siding_Spring_1m Sinistro None
OBS: 58944.716 sso1m::rp 60777.083 582.178 15.540 0.010 None Siding_Spring_1m Sinistro None
OBS: 58944.717 sso1m::ip 49014.711 578.919 15.774 0.013 None Siding_Spring_1m Sinistro None
OBS: 58952.410 sso1m::up 12908.033 723.645 17.223 0.061 None Siding_Spring_1m Sinistro None
OBS: 58952.411 sso1m::gp 52814.296 405.541 15.693 0.008 None Siding_Spring_1m Sinistro None
OBS: 58952.412 sso1m::rp 46919.237 386.899 15.822 0.009 None Siding_Spring_1m Sinistro None
OBS: 58952.413 sso1m::ip 37756.893 390.150 16.057 0.011 None Siding_Spring_1m Sinistro None
OBS: 58959.667 sso1m::up 10464.125 873.648 17.451 0.091 None Siding_Spring_1m Sinistro None
OBS: 58959.668 sso1m::gp 47500.563 414.824 15.809 0.009 None Siding_Spring_1m Sinistro None
OBS: 58959.669 sso1m::rp 35535.307 354.638 16.123 0.011 None Siding_Spring_1m Sinistro None
OBS: 58959.670 sso1m::ip 29132.906 379.030 16.339 0.014 None Siding_Spring_1m Sinistro None
OBS: 58966.333 sso1m::up 40748.953 40748.953 15.975 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 58966.334 sso1m::gp 42537.328 436.371 15.928 0.011 None Siding_Spring_1m Sinistro None
OBS: 58966.335 sso1m::rp 30473.291 346.341 16.291 0.012 None Siding_Spring_1m Sinistro None
OBS: 58966.336 sso1m::ip 25970.493 352.598 16.464 0.015 None Siding_Spring_1m Sinistro None
OBS: 58975.113 sso1m::up 119417.580 119417.580 14.807 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 58975.114 sso1m::gp 36621.343 798.730 16.091 0.024 None Siding_Spring_1m Sinistro None
OBS: 58975.115 sso1m::rp 24798.281 822.553 16.514 0.036 None Siding_Spring_1m Sinistro None
OBS: 58975.116 sso1m::ip 20532.511 930.619 16.718 0.049 None Siding_Spring_1m Sinistro None
OBS: 58982.115 sso1m::up 5364.573 272.228 18.177 0.055 None Siding_Spring_1m Sinistro None
OBS: 58982.117 sso1m::gp 33430.237 333.926 16.190 0.011 None Siding_Spring_1m Sinistro None
OBS: 58982.118 sso1m::rp 3402.939 3402.939 18.670 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 58982.119 sso1m::ip 17783.349 301.159 16.875 0.018 None Siding_Spring_1m Sinistro None
OBS: 58988.945 sso1m::up 4557.050 216.863 18.353 0.052 None Siding_Spring_1m Sinistro None
OBS: 58988.947 sso1m::gp 29967.506 308.606 16.308 0.011 None Siding_Spring_1m Sinistro None
OBS: 58988.948 sso1m::rp 17081.091 231.376 16.918 0.015 None Siding_Spring_1m Sinistro None
OBS: 58988.949 sso1m::ip 16133.405 301.527 16.980 0.020 None Siding_Spring_1m Sinistro None
OBS: 58996.524 sso1m::up 4330.981 383.993 18.409 0.096 None Siding_Spring_1m Sinistro None
OBS: 58996.526 sso1m::gp 32692.228 32692.228 16.214 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 58996.527 sso1m::rp 13377.652 654.982 17.184 0.053 None Siding_Spring_1m Sinistro None
OBS: 58996.528 sso1m::ip 14388.799 424.157 17.105 0.032 None Siding_Spring_1m Sinistro None
OBS: 59003.368 sso1m::up 4418.812 4418.812 18.387 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59003.370 sso1m::gp 22528.725 359.455 16.618 0.017 None Siding_Spring_1m Sinistro None
OBS: 59003.371 sso1m::rp 12449.863 302.763 17.262 0.026 None Siding_Spring_1m Sinistro None
OBS: 59003.372 sso1m::ip 11384.635 334.853 17.359 0.032 None Siding_Spring_1m Sinistro None
OBS: 59006.844 sso1m::up 4473.553 4473.553 18.373 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59006.846 sso1m::gp 21709.115 419.824 16.658 0.021 None Siding_Spring_1m Sinistro None
OBS: 59006.847 sso1m::rp 11390.089 327.639 17.359 0.031 None Siding_Spring_1m Sinistro None
OBS: 59006.848 sso1m::ip 6018.314 6018.314 18.051 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59014.861 sso1m::up 3012.705 150.783 18.802 0.054 None Siding_Spring_1m Sinistro None
OBS: 59014.864 sso1m::gp 19901.977 236.379 16.753 0.013 None Siding_Spring_1m Sinistro None
OBS: 59014.865 sso1m::rp 10006.219 177.564 17.499 0.019 None Siding_Spring_1m Sinistro None
OBS: 59014.866 sso1m::ip 9595.264 212.160 17.544 0.024 None Siding_Spring_1m Sinistro None
OBS: 59031.804 sso1m::up 1607.384 1607.384 19.485 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59031.806 sso1m::gp 1280.698 1280.698 19.731 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59031.807 sso1m::rp 6193.606 120.972 18.020 0.021 None Siding_Spring_1m Sinistro None
OBS: 59031.808 sso1m::ip 6966.388 141.483 17.892 0.022 None Siding_Spring_1m Sinistro None
OBS: 59038.792 sso1m::up 2229.481 51.558 19.130 0.025 None Siding_Spring_1m Sinistro None
OBS: 59038.795 sso1m::gp 14295.693 121.894 17.112 0.009 None Siding_Spring_1m Sinistro None
OBS: 59038.796 sso1m::rp 1354.525 1354.525 19.671 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59038.797 sso1m::ip 6113.108 190.387 18.034 0.034 None Siding_Spring_1m Sinistro None
OBS: 59047.771 sso1m::up 3388.232 3388.232 18.675 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59047.774 sso1m::gp 11986.836 231.915 17.303 0.021 None Siding_Spring_1m Sinistro None
OBS: 59047.775 sso1m::rp 4284.810 203.315 18.420 0.052 None Siding_Spring_1m Sinistro None
OBS: 59047.776 sso1m::ip 5140.958 291.034 18.223 0.061 None Siding_Spring_1m Sinistro None
OBS: 59053.711 sso1m::up 1498.350 94.439 19.561 0.068 None Siding_Spring_1m Sinistro None
OBS: 59053.714 sso1m::gp 10883.502 189.082 17.408 0.019 None Siding_Spring_1m Sinistro None
OBS: 59053.715 sso1m::rp 4387.528 160.203 18.394 0.040 None Siding_Spring_1m Sinistro None
OBS: 59053.716 sso1m::ip 5068.502 207.881 18.238 0.045 None Siding_Spring_1m Sinistro None
OBS: 59060.377 sso1m::up 5439.751 5439.751 18.161 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59060.381 sso1m::gp 10042.459 320.176 17.495 0.035 None Siding_Spring_1m Sinistro None
OBS: 59060.382 sso1m::rp 4400.191 4400.191 18.391 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59060.383 sso1m::ip 6250.692 6250.692 18.010 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59066.707 sso1m::up 7545.610 7545.610 17.806 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59066.710 sso1m::gp 9146.461 382.517 17.597 0.045 None Siding_Spring_1m Sinistro None
OBS: 59066.711 sso1m::rp 6622.033 6622.033 17.948 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59066.712 sso1m::ip 8746.611 8746.611 17.645 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59163.506 sso1m::gp 3831.224 3831.224 18.542 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59163.508 sso1m::rp 4229.303 4229.303 18.434 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59163.511 sso1m::ip 5513.846 5513.846 18.146 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59170.502 sso1m::up 1628.842 1628.842 19.470 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59170.514 sso1m::gp 2568.085 185.796 18.976 0.079 None Siding_Spring_1m Sinistro None
OBS: 59170.515 sso1m::rp 1847.157 1847.157 19.334 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59170.516 sso1m::ip 3242.263 3242.263 18.723 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59179.479 sso1m::up 1300.231 1300.231 19.715 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59179.485 sso1m::gp 2303.277 139.014 19.094 0.066 None Siding_Spring_1m Sinistro None
OBS: 59179.486 sso1m::rp 1669.957 1669.957 19.443 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59179.487 sso1m::ip 1998.599 1998.599 19.248 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59191.432 sso1m::gp 2592.995 2592.995 18.965 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59191.433 sso1m::rp 2323.923 2323.923 19.084 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59191.435 sso1m::ip 2340.749 2340.749 19.077 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59200.347 sso1m::gp 1777.105 59.846 19.376 0.037 None Siding_Spring_1m Sinistro None
OBS: 59200.350 sso1m::rp 498.396 498.396 20.756 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59200.353 sso1m::ip 663.581 83.773 20.445 0.137 None Siding_Spring_1m Sinistro None
OBS: 59206.354 sso1m::gp 1866.482 143.414 19.323 0.083 None Siding_Spring_1m Sinistro None
OBS: 59206.355 sso1m::rp 1563.400 1563.400 19.515 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59206.356 sso1m::ip 1848.467 1848.467 19.333 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59212.055 sso1m::gp 1701.984 169.837 19.422 0.108 None Siding_Spring_1m Sinistro None
OBS: 59212.057 sso1m::rp 1318.549 1318.549 19.700 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59212.059 sso1m::ip 1240.203 1240.203 19.766 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59218.357 sso1m::gp 11417.798 11417.798 17.356 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59218.530 sso1m::gp 1980.467 1980.467 19.258 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59218.533 sso1m::rp 2527.970 2527.970 18.993 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59218.535 sso1m::ip 3746.111 3746.111 18.566 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59229.333 sso1m::gp 1298.934 1298.934 19.716 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59229.336 sso1m::rp 1433.016 1433.016 19.609 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59229.338 sso1m::ip 1784.990 1784.990 19.371 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59231.236 sso1m::gp 1200.936 91.055 19.801 0.082 None Siding_Spring_1m Sinistro None
OBS: 59231.237 sso1m::rp 1159.728 1159.728 19.839 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59231.238 sso1m::ip 1447.251 1447.251 19.599 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59233.235 sso1m::gp 3512.691 3512.691 18.636 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59236.059 sso1m::up 1633.431 1633.431 19.467 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59236.064 sso1m::gp 3177.970 3177.970 18.745 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59236.065 sso1m::rp 2005.191 2005.191 19.245 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59236.066 sso1m::ip 2396.797 2396.797 19.051 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59237.415 sso1m::up 1341.939 1341.939 19.681 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59237.421 sso1m::gp 1433.307 1433.307 19.609 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59237.422 sso1m::rp 1845.660 1845.660 19.335 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59237.423 sso1m::ip 1906.494 1906.494 19.299 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59239.514 sso1m::gp 2131.505 2131.505 19.178 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59239.515 sso1m::rp 2679.680 2679.680 18.930 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59239.516 sso1m::ip 3682.001 3682.001 18.585 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59556.243 sso1m::rp 460.911 460.911 20.841 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59558.351 sso1m::B 1610.196 1610.196 19.483 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59558.736 sso1m::up 8896.525 8896.525 17.627 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59559.088 sso1m::V 1008.562 1008.562 19.991 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59559.341 sso1m::ip 651.820 651.820 20.465 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 59559.350 sso1m::gp 1018.959 1018.959 19.980 1.086 None Siding_Spring_1m Sinistro Bad
OBS: 58861.814 inst::V 207752.196 2370.681 14.206 0.012 None Lulin_1m PIXIS None
OBS: 58861.815 inst::B 175954.463 2358.113 14.386 0.015 None Lulin_1m PIXIS None
OBS: 58861.816 inst::gp 197555.552 2257.582 14.261 0.012 None Lulin_1m PIXIS None
OBS: 58861.817 inst::rp 181536.953 1631.719 14.353 0.010 None Lulin_1m PIXIS None
OBS: 58861.818 inst::ip 154010.676 1443.033 14.531 0.010 None Lulin_1m PIXIS None
OBS: 58862.816 inst::V 315601.436 3722.439 13.752 0.013 None Lulin_1m PIXIS None
OBS: 58862.817 inst::B 278007.320 3999.117 13.890 0.016 None Lulin_1m PIXIS None
OBS: 58862.818 inst::gp 305990.329 3642.787 13.786 0.013 None Lulin_1m PIXIS None
OBS: 58862.819 inst::rp 277971.121 2816.960 13.890 0.011 None Lulin_1m PIXIS None
OBS: 58862.820 inst::ip 235402.841 2327.562 14.071 0.011 None Lulin_1m PIXIS None
OBS: 58866.643 inst::orange 796526.080 1467.255 12.747 0.002 None ATLAS HKO None
OBS: 58867.606 ps1::g 758577.575 0.000 12.800 0.000 None Pan-STARRS1 GPC1 None
OBS: 58949.409 ps1::i 39445.730 363.309 16.010 0.010 None Pan-STARRS1 GPC1 None
OBS: 58869.336 swope2::r 1201437.012 8942.552 12.301 0.008 None Swope Direct/4Kx4K None
OBS: 58869.338 swope2::i 873168.106 5196.579 12.647 0.006 None Swope Direct/4Kx4K None
OBS: 58869.339 swope2::g 1325383.344 9809.120 12.194 0.008 None Swope Direct/4Kx4K None
OBS: 58869.340 swope2::u 709498.951 12954.081 12.873 0.020 None Swope Direct/4Kx4K None
OBS: 58869.341 swope2::V 1264547.065 10109.959 12.245 0.009 None Swope Direct/4Kx4K None
