# CREATED_DATE: 2020-01-12T19:42:56.601Z
# MODIFIED_DATE: 2022-07-23T07:04:50.654Z
# STATUS: NeedsTemplate
# OBS_GROUP: YSE
# NON_DETECT_BAND: Gaia-Photometric - G
# BEST_SPEC_CLASS: SN Ia
# PHOTO_CLASS: SN Ib/c
# CONTEXT_CLASS: SN
# BEST_SPECTRUM: None
# HOST: Host: SDSSJ124243.88+024327.9; (12:42:43.89, +02:43:27.98)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2020ue
# RA: 190.6949078274054
# DEC: 2.6595073717721083
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2020-01-19T00:00:00Z
# REDSHIFT: 0.003
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2020-01-20T05:54:14Z
# NON_DETECT_LIMIT: 21.5
# MW_EBV: 0.025
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_target.jpeg
# POSTAGE_STAMP_REF: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_ref.jpeg
# POSTAGE_STAMP_DIFF: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_diff.jpeg
# POSTAGE_STAMP_FILE_FITS: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_target.fits
# POSTAGE_STAMP_REF_FITS: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_ref.fits
# POSTAGE_STAMP_DIFF_FITS: 10AYSEaes/58867/1124246771023934200_58867.608_101669914_2_diff.fits
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN Ia
# POINT_SOURCE_PROBABILITY: 0.83
# ALT_STATUS: CONFIRMED
# SLUG: 2020ue
# REAL_BOGUS_SCORE: None
# HAS_HST: False
# HAS_SPITZER: None
# HAS_CHANDRA: True
# TAGS: [10, 22, 29, 32, 47, 77]
# END: 
NVAR: 10 PHOTOMETRY
VARNAMES: MJD FLT FLUXCAL FLUXCALERR MAG MAGERR MAGSYS TELESCOPE INSTRUMENT DQ
OBS: 58869.342 swope2::B 1204560.919 12728.445 12.298 0.011 None Swope Direct/4Kx4K None
OBS: 58870.307 swope2::r 1251963.022 10698.264 12.256 0.009 None Swope Direct/4Kx4K None
OBS: 58870.309 swope2::i 825026.166 227966.510 12.709 0.300 None Swope Direct/4Kx4K None
OBS: 58870.309 swope2::g 1343491.154 10763.588 12.180 0.009 None Swope Direct/4Kx4K None
OBS: 58870.310 swope2::u 704047.849 13604.798 12.881 0.021 None Swope Direct/4Kx4K None
OBS: 58870.312 swope2::V 1316887.199 10879.189 12.202 0.009 None Swope Direct/4Kx4K None
OBS: 58870.313 swope2::B 1269288.070 13654.162 12.241 0.012 None Swope Direct/4Kx4K None
OBS: 58871.313 swope2::r 1267250.906 9582.123 12.243 0.008 None Swope Direct/4Kx4K None
OBS: 58871.325 swope2::i 866458.304 6029.659 12.655 0.008 None Swope Direct/4Kx4K None
OBS: 58871.331 swope2::r 1332760.053 10878.763 12.188 0.009 None Swope Direct/4Kx4K None
OBS: 58871.334 swope2::g 1464255.933 12125.563 12.086 0.009 None Swope Direct/4Kx4K None
OBS: 58871.340 swope2::u 770758.066 10669.697 12.782 0.015 None Swope Direct/4Kx4K None
OBS: 58871.343 swope2::V 1416557.924 11653.012 12.122 0.009 None Swope Direct/4Kx4K None
OBS: 58871.345 swope2::B 1294801.794 12579.946 12.220 0.011 None Swope Direct/4Kx4K None
OBS: 58872.332 swope2::r 1327326.877 8372.735 12.193 0.007 None Swope Direct/4Kx4K None
OBS: 58872.336 swope2::i 855554.452 7322.216 12.669 0.009 None Swope Direct/4Kx4K None
OBS: 58872.338 swope2::g 1507670.935 16054.418 12.055 0.012 None Swope Direct/4Kx4K None
OBS: 58872.342 swope2::u 713956.254 9922.478 12.866 0.015 None Swope Direct/4Kx4K None
OBS: 58872.345 swope2::V 1468068.764 12965.034 12.083 0.010 None Swope Direct/4Kx4K None
OBS: 58872.347 swope2::B 1470199.873 19011.265 12.082 0.014 None Swope Direct/4Kx4K None
OBS: 58874.354 swope2::g 1335629.583 26644.784 12.185 0.022 None Swope Direct/4Kx4K None
OBS: 58875.364 swope2::r 1420466.460 13564.286 12.119 0.010 None Swope Direct/4Kx4K None
OBS: 58875.365 swope2::i 772072.152 6418.982 12.781 0.009 None Swope Direct/4Kx4K None
OBS: 58876.321 swope2::g 1381047.809 16384.535 12.149 0.013 None Swope Direct/4Kx4K None
OBS: 58876.349 swope2::u 522731.756 7288.719 13.204 0.015 None Swope Direct/4Kx4K None
OBS: 58876.355 swope2::V 1377265.078 16006.853 12.153 0.013 None Swope Direct/4Kx4K None
OBS: 58876.357 swope2::B 1259270.292 348315.645 12.250 0.300 None Swope Direct/4Kx4K None
OBS: 58882.338 swope2::r 870182.159 7779.642 12.651 0.010 None Swope Direct/4Kx4K None
OBS: 58882.341 swope2::i 424491.731 10095.016 13.430 0.026 None Swope Direct/4Kx4K None
OBS: 58882.342 swope2::g 968004.287 11639.006 12.535 0.013 None Swope Direct/4Kx4K None
OBS: 58882.343 swope2::u 281804.134 4314.841 13.876 0.017 None Swope Direct/4Kx4K None
OBS: 58882.344 swope2::V 1105678.628 11039.748 12.391 0.011 None Swope Direct/4Kx4K None
OBS: 58882.345 swope2::B 811259.579 10586.105 12.727 0.014 None Swope Direct/4Kx4K None
OBS: 58883.386 swope2::r 806033.473 6042.225 12.734 0.008 None Swope Direct/4Kx4K None
OBS: 58883.388 swope2::i 409527.368 3530.705 13.469 0.009 None Swope Direct/4Kx4K None
OBS: 58883.389 swope2::g 869360.266 9003.779 12.652 0.011 None Swope Direct/4Kx4K None
OBS: 58883.389 swope2::u 221179.976 3746.671 14.138 0.018 None Swope Direct/4Kx4K None
OBS: 58883.391 swope2::V 952965.569 9590.888 12.552 0.011 None Swope Direct/4Kx4K None
OBS: 58884.358 swope2::r 750821.498 5047.169 12.811 0.007 None Swope Direct/4Kx4K None
OBS: 58884.360 swope2::i 441946.954 122111.099 13.387 0.300 None Swope Direct/4Kx4K None
OBS: 58884.360 swope2::g 779216.686 6954.536 12.771 0.010 None Swope Direct/4Kx4K None
OBS: 58884.361 swope2::u 186572.258 2542.142 14.323 0.015 None Swope Direct/4Kx4K None
OBS: 58884.363 swope2::V 889399.321 8212.034 12.627 0.010 None Swope Direct/4Kx4K None
OBS: 58884.364 swope2::B 16449923000000002.000 45441776243093.930 -13.040 0.003 None Swope Direct/4Kx4K None
OBS: 58885.375 swope2::r 749229.784 5543.373 12.814 0.008 None Swope Direct/4Kx4K None
OBS: 58885.376 swope2::i 423936.673 2833.280 13.432 0.007 None Swope Direct/4Kx4K None
OBS: 58885.377 swope2::g 705623.008 6350.478 12.879 0.010 None Swope Direct/4Kx4K None
OBS: 58885.377 swope2::u 153002.612 1967.621 14.538 0.014 None Swope Direct/4Kx4K None
OBS: 58885.380 swope2::V 830473.606 7020.772 12.701 0.009 None Swope Direct/4Kx4K None
OBS: 58885.381 swope2::B 496972.735 4701.019 13.259 0.010 None Swope Direct/4Kx4K None
OBS: 58893.315 swope2::r 591239.194 4410.215 13.070 0.008 None Swope Direct/4Kx4K None
OBS: 58893.317 swope2::i 3612.349 3612.349 18.605 1.086 None Swope Direct/4Kx4K Bad
OBS: 58893.318 swope2::g 271839.385 2779.817 13.914 0.011 None Swope Direct/4Kx4K None
OBS: 58893.320 swope2::u 46922.470 655.759 15.822 0.015 None Swope Direct/4Kx4K None
OBS: 58893.329 swope2::V 475873.406 4307.386 13.306 0.010 None Swope Direct/4Kx4K None
OBS: 58893.331 swope2::B 179663.716 2025.475 14.363 0.012 None Swope Direct/4Kx4K None
OBS: 58894.326 swope2::r 558628.528 5026.086 13.133 0.010 None Swope Direct/4Kx4K None
OBS: 58894.327 swope2::i 516181.088 3674.498 13.218 0.008 None Swope Direct/4Kx4K None
OBS: 58894.328 swope2::g 250330.705 2359.580 14.004 0.010 None Swope Direct/4Kx4K None
OBS: 58894.328 swope2::u 44136.469 593.701 15.888 0.015 None Swope Direct/4Kx4K None
OBS: 58894.333 swope2::V 423289.216 4230.115 13.434 0.011 None Swope Direct/4Kx4K None
OBS: 58894.334 swope2::B 162388.861 1955.364 14.473 0.013 None Swope Direct/4Kx4K None
OBS: 58895.305 swope2::r 499289.539 3548.322 13.254 0.008 None Swope Direct/4Kx4K None
OBS: 58895.306 swope2::i 471283.667 3040.659 13.317 0.007 None Swope Direct/4Kx4K None
OBS: 58895.307 swope2::g 224481.884 1760.672 14.122 0.009 None Swope Direct/4Kx4K None
OBS: 58895.308 swope2::u 39077.817 506.649 16.020 0.014 None Swope Direct/4Kx4K None
OBS: 58895.313 swope2::V 376588.671 3174.482 13.560 0.009 None Swope Direct/4Kx4K None
OBS: 58895.314 swope2::B 141155.601 1236.405 14.626 0.010 None Swope Direct/4Kx4K None
OBS: 58896.334 swope2::r 479768.887 5449.965 13.298 0.012 None Swope Direct/4Kx4K None
OBS: 58896.348 swope2::i 434516.248 9873.021 13.405 0.025 None Swope Direct/4Kx4K None
OBS: 58896.348 swope2::g 165610.058 3509.813 14.452 0.023 None Swope Direct/4Kx4K None
OBS: 58897.355 swope2::r 433026.099 3199.049 13.409 0.008 None Swope Direct/4Kx4K None
OBS: 58897.356 swope2::i 419020.412 2902.679 13.444 0.008 None Swope Direct/4Kx4K None
OBS: 58897.357 swope2::g 193304.826 1486.863 14.284 0.008 None Swope Direct/4Kx4K None
OBS: 58897.357 swope2::u 36423.574 487.693 16.097 0.015 None Swope Direct/4Kx4K None
OBS: 58897.362 swope2::V 330948.434 2833.860 13.701 0.009 None Swope Direct/4Kx4K None
OBS: 58897.363 swope2::B 122968.818 1036.254 14.775 0.009 None Swope Direct/4Kx4K None
OBS: 58903.322 swope2::r 298541.967 1951.779 13.812 0.007 None Swope Direct/4Kx4K None
OBS: 58903.323 swope2::i 267138.801 1784.679 13.933 0.007 None Swope Direct/4Kx4K None
OBS: 58903.324 swope2::g 144987.919 1024.368 14.596 0.008 None Swope Direct/4Kx4K None
OBS: 58903.325 swope2::u 26975.616 356.428 16.422 0.014 None Swope Direct/4Kx4K None
OBS: 58903.331 swope2::V 243436.381 1957.564 14.034 0.009 None Swope Direct/4Kx4K None
OBS: 58903.332 swope2::B 95170.774 798.594 15.054 0.009 None Swope Direct/4Kx4K None
OBS: 58904.372 swope2::r 282030.727 2605.503 13.874 0.010 None Swope Direct/4Kx4K None
OBS: 58904.375 swope2::g 133076.284 1057.610 14.690 0.009 None Swope Direct/4Kx4K None
OBS: 58904.376 swope2::u 25743.704 336.044 16.474 0.014 None Swope Direct/4Kx4K None
OBS: 58904.381 swope2::V 230696.713 1879.521 14.093 0.009 None Swope Direct/4Kx4K None
OBS: 58904.382 swope2::B 89211.075 706.304 15.124 0.009 None Swope Direct/4Kx4K None
OBS: 58905.392 swope2::r 3136.660 3136.660 18.759 1.086 None Swope Direct/4Kx4K Bad
OBS: 58905.393 swope2::i 217433.087 2089.812 14.156 0.010 None Swope Direct/4Kx4K None
OBS: 58905.394 swope2::g 134421.024 981.588 14.679 0.008 None Swope Direct/4Kx4K None
OBS: 58905.395 swope2::u 25648.718 339.782 16.477 0.014 None Swope Direct/4Kx4K None
OBS: 58905.401 swope2::V 2131.864 2131.864 19.178 1.086 None Swope Direct/4Kx4K Bad
OBS: 58905.401 swope2::B 88183.097 869.049 15.136 0.011 None Swope Direct/4Kx4K None
OBS: 58906.386 swope2::r 249368.439 2178.716 14.008 0.009 None Swope Direct/4Kx4K None
OBS: 58906.388 swope2::i 218900.712 1469.147 14.149 0.007 None Swope Direct/4Kx4K None
OBS: 58906.389 swope2::g 127440.557 923.364 14.737 0.008 None Swope Direct/4Kx4K None
OBS: 58906.389 swope2::u 37293.605 423.080 16.071 0.012 None Swope Direct/4Kx4K None
OBS: 58906.395 swope2::V 208410.036 1640.862 14.202 0.009 None Swope Direct/4Kx4K None
OBS: 58906.396 swope2::B 84295.691 722.231 15.186 0.009 None Swope Direct/4Kx4K None
OBS: 58907.394 swope2::u 35701.842 429.192 16.118 0.013 None Swope Direct/4Kx4K None
OBS: 58907.401 swope2::B 78628.407 798.650 15.261 0.011 None Swope Direct/4Kx4K None
OBS: 58908.400 swope2::g 115924.387 1010.215 14.839 0.009 None Swope Direct/4Kx4K None
OBS: 58908.401 swope2::u 35330.579 607.999 16.130 0.019 None Swope Direct/4Kx4K None
OBS: 58909.411 swope2::r 228438.113 3457.881 14.103 0.016 None Swope Direct/4Kx4K None
OBS: 58909.411 swope2::i 188314.742 3224.874 14.312 0.019 None Swope Direct/4Kx4K None
OBS: 58909.412 swope2::g 116521.870 1425.130 14.834 0.013 None Swope Direct/4Kx4K None
OBS: 58910.297 swope2::g 113595.282 890.298 14.862 0.009 None Swope Direct/4Kx4K None
OBS: 58910.298 swope2::u 32146.533 385.631 16.232 0.013 None Swope Direct/4Kx4K None
OBS: 58910.304 swope2::V 188043.358 1490.007 14.315 0.009 None Swope Direct/4Kx4K None
OBS: 58910.305 swope2::B 75639.968 619.918 15.303 0.009 None Swope Direct/4Kx4K None
OBS: 58911.283 swope2::g 114712.078 758.101 14.851 0.007 None Swope Direct/4Kx4K None
OBS: 58911.284 swope2::u 31248.493 339.055 16.263 0.012 None Swope Direct/4Kx4K None
OBS: 58911.290 swope2::V 180924.241 1363.301 14.356 0.008 None Swope Direct/4Kx4K None
OBS: 58911.291 swope2::B 73408.419 559.054 15.335 0.008 None Swope Direct/4Kx4K None
OBS: 58912.355 swope2::r 201226.277 1407.710 14.240 0.008 None Swope Direct/4Kx4K None
OBS: 58912.357 swope2::i 166876.363 1191.656 14.444 0.008 None Swope Direct/4Kx4K None
OBS: 58912.358 swope2::g 112276.205 815.005 14.874 0.008 None Swope Direct/4Kx4K None
OBS: 58912.359 swope2::u 30374.134 342.027 16.293 0.012 None Swope Direct/4Kx4K None
OBS: 58912.365 swope2::V 171660.592 1322.417 14.414 0.008 None Swope Direct/4Kx4K None
OBS: 58912.366 swope2::B 70246.665 562.294 15.383 0.009 None Swope Direct/4Kx4K None
OBS: 58921.270 swope2::r 145985.701 1184.694 14.589 0.009 None Swope Direct/4Kx4K None
OBS: 58921.271 swope2::g 92140.694 782.176 15.089 0.009 None Swope Direct/4Kx4K None
OBS: 58921.272 swope2::u 24173.376 354.446 16.542 0.016 None Swope Direct/4Kx4K None
OBS: 58921.279 swope2::V 138345.894 1265.610 14.647 0.010 None Swope Direct/4Kx4K None
OBS: 58921.279 swope2::B 63756.704 650.878 15.489 0.011 None Swope Direct/4Kx4K None
OBS: 58923.294 swope2::r 142684.947 1261.099 14.614 0.010 None Swope Direct/4Kx4K None
OBS: 58923.297 swope2::i 115220.062 875.442 14.846 0.008 None Swope Direct/4Kx4K None
OBS: 58923.298 swope2::g 92637.175 729.128 15.083 0.009 None Swope Direct/4Kx4K None
OBS: 58923.298 swope2::u 24054.206 306.026 16.547 0.014 None Swope Direct/4Kx4K None
OBS: 58923.305 swope2::V 131201.598 1041.961 14.705 0.009 None Swope Direct/4Kx4K None
OBS: 58923.306 swope2::B 59696.651 530.857 15.560 0.010 None Swope Direct/4Kx4K None
OBS: 59316.169 swope2::g 367.836 9.089 21.086 0.027 None Swope Direct/4Kx4K None
OBS: 59316.199 swope2::V 300.890 11.472 21.304 0.041 None Swope Direct/4Kx4K None
OBS: 60377.265 swope2::r 50.248 50.248 23.247 1.086 None Swope Direct/4Kx4K Bad
OBS: 60377.277 swope2::i 70.519 70.519 22.879 1.086 None Swope Direct/4Kx4K Bad
OBS: 60377.288 swope2::g 27.005 27.005 23.921 1.086 None Swope Direct/4Kx4K Bad
OBS: 60377.299 swope2::u 57.021 57.021 23.110 1.086 None Swope Direct/4Kx4K Bad
OBS: 60377.325 swope2::V 41.203 41.203 23.463 1.086 None Swope Direct/4Kx4K Bad
OBS: 60404.128 swope2::r 191.141 191.141 21.797 1.086 None Swope Direct/4Kx4K Bad
OBS: 60404.140 swope2::B 21.687 21.687 24.160 1.086 None Swope Direct/4Kx4K Bad
OBS: 58861.108 swift::UVW1 18134.585 516.555 16.854 0.031 None Swift UVOT None
OBS: 58861.110 swift::U 92688.681 1307.587 15.082 0.015 None Swift UVOT None
OBS: 58861.111 swift::B 162738.890 1570.852 14.471 0.010 None Swift UVOT None
OBS: 58861.112 swift::UVW2 3889.214 167.978 18.525 0.047 None Swift UVOT None
OBS: 58861.116 swift::V 166021.816 2530.323 14.450 0.017 None Swift UVOT None
OBS: 58861.117 swift::UVM2 1740.705 118.596 19.398 0.074 None Swift UVOT None
OBS: 58862.429 swift::UVW1 46206.622 738.538 15.838 0.017 None Swift UVOT None
OBS: 58862.432 swift::U 217301.266 2254.844 14.157 0.011 None Swift UVOT None
OBS: 58862.432 swift::B 288836.781 2937.287 13.848 0.011 None Swift UVOT None
OBS: 58862.433 swift::UVW2 10424.791 261.421 17.455 0.027 None Swift UVOT None
OBS: 58862.437 swift::V 285842.429 4431.026 13.860 0.017 None Swift UVOT None
OBS: 58862.438 swift::UVM2 5472.187 181.495 18.155 0.036 None Swift UVOT None
OBS: 58866.158 swift::UVM2 35572.539 981.188 16.122 0.030 None Swift UVOT None
OBS: 58866.171 swift::UVW2 50312.997 1024.480 15.746 0.022 None Swift UVOT None
OBS: 58866.479 swift::UVM2 37243.761 1060.242 16.072 0.031 None Swift UVOT None
OBS: 58866.494 swift::UVW2 51330.175 989.488 15.724 0.021 None Swift UVOT None
OBS: 58866.746 swift::UVW1 230177.329 3404.236 14.095 0.016 None Swift UVOT None
OBS: 58866.747 swift::U 786134.639 13682.253 12.761 0.019 None Swift UVOT None
OBS: 58866.748 swift::B 1096286.824 19661.056 12.400 0.019 None Swift UVOT None
OBS: 58866.748 swift::UVW2 54519.883 1131.717 15.659 0.023 None Swift UVOT None
OBS: 58866.750 swift::V 913382.004 19606.762 12.598 0.023 None Swift UVOT None
OBS: 58866.751 swift::UVM2 38421.536 1006.609 16.039 0.028 None Swift UVOT None
OBS: 58867.012 swift::UVW1 238871.525 2937.925 14.055 0.013 None Swift UVOT None
OBS: 58867.014 swift::U 786018.642 11397.669 12.761 0.016 None Swift UVOT None
OBS: 58867.014 swift::B 1096177.054 16492.253 12.400 0.016 None Swift UVOT None
OBS: 58867.015 swift::UVW2 58274.163 986.801 15.586 0.018 None Swift UVOT None
OBS: 58867.018 swift::V 935714.263 16693.048 12.572 0.019 None Swift UVOT None
OBS: 58867.019 swift::UVM2 40564.000 827.714 15.980 0.022 None Swift UVOT None
OBS: 58867.813 swift::UVW1 295310.591 2118.011 13.824 0.008 None Swift UVOT None
OBS: 58867.827 swift::UVW2 60133.205 1169.179 15.552 0.021 None Swift UVOT None
OBS: 58868.806 swift::UVW1 269516.632 3072.366 13.924 0.012 None Swift UVOT None
OBS: 58868.808 swift::U 786057.306 11192.260 12.761 0.015 None Swift UVOT None
OBS: 58868.808 swift::B 1096219.420 15852.793 12.400 0.016 None Swift UVOT None
OBS: 58868.809 swift::UVW2 63230.636 998.407 15.498 0.017 None Swift UVOT None
OBS: 58868.812 swift::V 1211781.411 19772.753 12.291 0.018 None Swift UVOT None
OBS: 58868.813 swift::UVM2 44094.053 791.753 15.889 0.020 None Swift UVOT None
OBS: 58869.864 swift::UVW1 277080.321 3166.770 13.893 0.012 None Swift UVOT None
OBS: 58869.866 swift::U 786087.686 11179.847 12.761 0.015 None Swift UVOT None
OBS: 58869.867 swift::B 1096296.453 16006.738 12.400 0.016 None Swift UVOT None
OBS: 58869.867 swift::UVW2 64652.030 1023.523 15.474 0.017 None Swift UVOT None
OBS: 58869.870 swift::V 1271747.594 20731.007 12.239 0.018 None Swift UVOT None
OBS: 58869.871 swift::UVM2 43268.700 774.242 15.910 0.019 None Swift UVOT None
OBS: 58870.065 swift::UVW1 266875.862 3636.738 13.934 0.015 None Swift UVOT None
OBS: 58870.066 swift::U 786192.645 13087.703 12.761 0.018 None Swift UVOT None
OBS: 58870.066 swift::B 1096414.902 18692.829 12.400 0.019 None Swift UVOT None
OBS: 58870.067 swift::UVW2 66017.583 1217.815 15.451 0.020 None Swift UVOT None
OBS: 58870.069 swift::V 1387846.780 26020.456 12.144 0.020 None Swift UVOT None
OBS: 58870.070 swift::UVM2 40865.620 2166.772 15.972 0.058 None Swift UVOT None
OBS: 58872.454 swift::UVW1 201177.507 10463.864 14.241 0.056 None Swift UVOT None
OBS: 58872.458 swift::UVW2 57884.309 1128.672 15.594 0.021 None Swift UVOT None
OBS: 58872.462 swift::UVM2 39468.997 863.267 16.009 0.024 None Swift UVOT None
OBS: 58874.983 swift::UVW2 45262.313 990.045 15.861 0.024 None Swift UVOT None
OBS: 58874.986 swift::UVM2 31894.131 828.079 16.241 0.028 None Swift UVOT None
OBS: 58876.974 swift::B 998814.803 34653.846 12.501 0.038 None Swift UVOT None
OBS: 58888.788 swift::UVW1 10791.142 2171.016 17.417 0.218 None Swift UVOT None
OBS: 58930.351 swift::UVW1 3784.559 230.875 18.555 0.066 None Swift UVOT None
OBS: 58930.353 swift::U 16398.217 629.249 16.963 0.042 None Swift UVOT None
OBS: 58930.353 swift::B 66144.371 1362.495 15.449 0.022 None Swift UVOT None
OBS: 58930.353 swift::UVW2 1577.058 120.154 19.505 0.083 None Swift UVOT None
OBS: 58930.355 swift::V 117136.620 2867.865 14.828 0.027 None Swift UVOT None
OBS: 58930.356 swift::UVM2 999.484 96.424 20.001 0.105 None Swift UVOT None
OBS: 58936.666 swift::UVW1 2605.836 400.498 18.960 0.167 None Swift UVOT None
OBS: 58936.667 swift::U 13917.516 1245.912 17.141 0.097 None Swift UVOT None
OBS: 58936.667 swift::B 62089.628 3126.883 15.517 0.055 None Swift UVOT None
OBS: 58936.667 swift::UVW2 1878.780 279.929 19.315 0.162 None Swift UVOT None
OBS: 58936.669 swift::V 103128.618 6693.089 14.967 0.070 None Swift UVOT None
OBS: 58936.669 swift::UVM2 267.103 95.561 21.433 0.389 None Swift UVOT Bad
OBS: 58940.644 swift::UVW1 2493.185 211.037 19.008 0.092 None Swift UVOT None
OBS: 58940.646 swift::U 11012.916 487.390 17.395 0.048 None Swift UVOT None
OBS: 58940.646 swift::B 58281.501 1316.475 15.586 0.025 None Swift UVOT None
OBS: 58940.647 swift::UVW2 619.925 95.104 20.519 0.167 None Swift UVOT None
OBS: 58940.649 swift::V 89907.893 2699.221 15.116 0.033 None Swift UVOT None
OBS: 58940.650 swift::UVM2 575.854 83.048 20.599 0.157 None Swift UVOT None
OBS: 60535.876 swift::UVW1 794.328 792.865 20.250 1.080 None Swift UVOT Bad
OBS: 60536.598 swift::UVW1 685.488 684.226 20.410 1.080 None Swift UVOT Bad
OBS: 58867.606 ps1::g 760606.443 1817.114 12.797 0.003 None Pan-STARRS1 GPC1 None
OBS: 58867.608 ps1::i 360313.057 775.097 13.608 0.002 None Pan-STARRS1 GPC1 None
OBS: 58874.596 ps1::i 423916.187 831.421 13.432 0.002 None Pan-STARRS1 GPC1 None
OBS: 58883.564 ps1::i 415948.919 1376.049 13.452 0.004 None Pan-STARRS1 GPC1 None
OBS: 58931.445 ps1::g 81906.808 603.863 15.217 0.008 None Pan-STARRS1 GPC1 None
OBS: 58931.448 ps1::r 103095.569 438.063 14.967 0.005 None Pan-STARRS1 GPC1 None
OBS: 58941.422 ps1::g 68347.086 468.053 15.413 0.007 None Pan-STARRS1 GPC1 None
OBS: 58941.425 ps1::z 34094.160 427.819 16.168 0.014 None Pan-STARRS1 GPC1 None
OBS: 58943.356 ps1::r 70586.232 586.565 15.378 0.009 None Pan-STARRS1 GPC1 None
OBS: 58943.358 ps1::i 57300.710 884.445 15.605 0.017 None Pan-STARRS1 GPC1 None
OBS: 58949.361 ps1::z 25107.299 485.237 16.500 0.021 None Pan-STARRS1 GPC1 None
OBS: 58949.363 ps1::r 56880.054 529.024 15.613 0.010 None Pan-STARRS1 GPC1 None
OBS: 58956.442 ps1::g 55467.680 729.327 15.640 0.014 None Pan-STARRS1 GPC1 None
OBS: 58956.445 ps1::i 40357.105 443.794 15.985 0.012 None Pan-STARRS1 GPC1 None
OBS: 58967.486 ps1::g 42049.419 450.917 15.941 0.012 None Pan-STARRS1 GPC1 None
OBS: 58967.489 ps1::i 26358.458 343.149 16.448 0.014 None Pan-STARRS1 GPC1 None
OBS: 58967.491 ps1::r 30091.234 291.923 16.304 0.011 None Pan-STARRS1 GPC1 None
OBS: 58979.327 ps1::r 21316.701 245.685 16.678 0.013 None Pan-STARRS1 GPC1 None
OBS: 58979.330 ps1::z 11819.524 334.162 17.319 0.031 None Pan-STARRS1 GPC1 None
OBS: 58986.266 ps1::g 29436.082 289.436 16.328 0.011 None Pan-STARRS1 GPC1 None
OBS: 58986.266 ps1::g 29436.082 289.436 16.328 0.011 None Pan-STARRS1 GPC1 None
OBS: 58986.269 ps1::r 17736.993 157.910 16.878 0.010 None Pan-STARRS1 GPC1 None
OBS: 58986.269 ps1::r 17736.993 157.910 16.878 0.010 None Pan-STARRS1 GPC1 None
OBS: 58990.270 ps1::i 16333.528 136.773 16.967 0.009 None Pan-STARRS1 GPC1 None
OBS: 58990.273 ps1::g 28784.587 260.067 16.352 0.010 None Pan-STARRS1 GPC1 None
OBS: 58994.269 ps1::g 26314.796 241.840 16.450 0.010 None Pan-STARRS1 GPC1 None
OBS: 58994.272 ps1::r 15178.890 166.171 17.047 0.012 None Pan-STARRS1 GPC1 None
OBS: 58998.267 ps1::g 23827.583 162.823 16.557 0.007 None Pan-STARRS1 GPC1 None
OBS: 58998.270 ps1::i 13538.171 123.458 17.171 0.010 None Pan-STARRS1 GPC1 None
OBS: 59004.307 ps1::r 11529.222 474.583 17.346 0.045 None Pan-STARRS1 GPC1 None
OBS: 59004.310 ps1::i 13052.088 498.641 17.211 0.041 None Pan-STARRS1 GPC1 None
OBS: 59008.292 ps1::r 10911.388 116.960 17.405 0.012 None Pan-STARRS1 GPC1 None
OBS: 59008.295 ps1::z 7363.481 193.811 17.832 0.026 None Pan-STARRS1 GPC1 None
OBS: 59011.290 ps1::r 10997.146 373.040 17.397 0.037 None Pan-STARRS1 GPC1 None
OBS: 59011.292 ps1::i 12810.321 414.381 17.231 0.035 None Pan-STARRS1 GPC1 None
OBS: 59015.278 ps1::z 7046.282 284.993 17.880 0.044 None Pan-STARRS1 GPC1 None
OBS: 59015.280 ps1::g 20055.800 423.818 16.744 0.023 None Pan-STARRS1 GPC1 None
OBS: 59022.274 ps1::r 8104.384 94.196 17.728 0.013 None Pan-STARRS1 GPC1 None
OBS: 59022.277 ps1::g 18081.731 292.387 16.857 0.018 None Pan-STARRS1 GPC1 None
OBS: 59034.301 ps1::r 5454.061 176.874 18.158 0.035 None Pan-STARRS1 GPC1 None
OBS: 59034.303 ps1::i 6578.396 224.355 17.955 0.037 None Pan-STARRS1 GPC1 None
OBS: 59039.299 ps1::r 5830.341 290.962 18.086 0.050 None Pan-STARRS1 GPC1 None
OBS: 59039.302 ps1::i 6614.464 457.231 17.949 0.069 None Pan-STARRS1 GPC1 None
OBS: 59041.282 ps1::r 4799.544 117.743 18.297 0.027 None Pan-STARRS1 GPC1 None
OBS: 59041.284 ps1::z 3609.774 132.219 18.606 0.040 None Pan-STARRS1 GPC1 None
OBS: 59044.271 ps1::g 12108.212 364.087 17.292 0.033 None Pan-STARRS1 GPC1 None
OBS: 59044.273 ps1::i 5493.385 290.641 18.150 0.057 None Pan-STARRS1 GPC1 None
OBS: 59048.277 ps1::g 12554.517 331.454 17.253 0.029 None Pan-STARRS1 GPC1 None
OBS: 59048.280 ps1::r 4652.860 152.148 18.331 0.036 None Pan-STARRS1 GPC1 None
