SURVEY: VIRGO_PROJECT
SNID: SN2012cu
RA: 193.37230000
DECL: 2.16080000
MWEBV: 0.0184
REDSHIFT_HELIO: 0.003400
FILTERS: B U UVM2 UVW1 UVW2 V g i r
# ==========================================
# TERSE LIGHT CURVE OUTPUT:
#
NOBS: 123
NVAR: 8
VARLIST: MJD FLT FLUXCAL FLUXCALERR MAG MAGERR ZPT ZPSYS
OBS: 59932.6 r 2.7107980000e+03 2.7107980000e+03 18.9170 1.0860 25.0 ab
OBS: 59938.5 r 4.4135140000e+03 4.4135140000e+03 18.3880 1.0860 25.0 ab
OBS: 59956.6 r 8.4991440000e+03 8.4991440000e+03 17.6770 1.0860 25.0 ab
OBS: 59961.5 r 5.0290720000e+04 5.0290720000e+04 15.7460 1.0860 25.0 ab
OBS: 59964.5 r 6.6462820000e+03 6.6462820000e+03 17.9440 1.0860 25.0 ab
OBS: 59967.4 r 1.4810112000e+04 1.4810112000e+04 17.0740 1.0860 25.0 ab
OBS: 59972.5 r 3.4298940000e+03 3.4298940000e+03 18.6620 1.0860 25.0 ab
OBS: 59982.5 r 1.6829030000e+04 1.6829030000e+04 16.9350 1.0860 25.0 ab
OBS: 59986.5 r 4.9794530000e+03 4.9794530000e+03 18.2570 1.0860 25.0 ab
OBS: 59992.5 r 7.2811200000e+03 7.2811200000e+03 17.8450 1.0860 25.0 ab
OBS: 59995.5 r 4.2004080000e+03 4.2004080000e+03 18.4420 1.0860 25.0 ab
OBS: 59998.5 r 2.9137580000e+03 2.9137580000e+03 18.8390 1.0860 25.0 ab
OBS: 60005.4 r 1.0624415000e+04 1.0624415000e+04 17.4340 1.0860 25.0 ab
OBS: 60012.4 r 1.5655899000e+04 1.5655899000e+04 17.0130 1.0860 25.0 ab
OBS: 60021.4 r 3.5701390000e+03 3.5701390000e+03 18.6180 1.0860 25.0 ab
OBS: 60028.4 r 2.0874971000e+04 2.0874971000e+04 16.7010 1.0860 25.0 ab
OBS: 60038.4 r 1.7290692000e+04 1.7290692000e+04 16.9050 1.0860 25.0 ab
OBS: 60064.4 r 2.3809580000e+03 2.3809580000e+03 19.0580 1.0860 25.0 ab
OBS: 60072.3 r 1.8391070000e+03 1.8391070000e+03 19.3380 1.0860 25.0 ab
OBS: 60288.7 UVW1 7.4473200000e+02 7.4336000000e+02 20.3200 1.0800 25.0 ab
OBS: 60288.7 U 1.9408860000e+03 1.9373120000e+03 19.2800 1.0800 25.0 ab
OBS: 60288.7 B 3.9810720000e+03 3.9737400000e+03 18.5000 1.0800 25.0 ab
OBS: 60288.7 UVW2 3.7325000000e+02 3.7256300000e+02 21.0700 1.0800 25.0 ab
OBS: 60288.7 UVM2 3.4673700000e+02 3.4609800000e+02 21.1500 1.0800 25.0 ab
OBS: 60288.7 V 9.2044960000e+03 9.1875450000e+03 17.5900 1.0800 25.0 ab
OBS: 60315.6 r 7.2383500000e+02 7.2383500000e+02 20.3510 1.0860 25.0 ab
OBS: 60324.6 r 3.7803580000e+03 3.7803580000e+03 18.5560 1.0860 25.0 ab
OBS: 60324.6 r 6.7615070000e+03 6.7615070000e+03 17.9250 1.0860 25.0 ab
OBS: 60327.5 r 2.5843690000e+03 2.5843690000e+03 18.9690 1.0860 25.0 ab
OBS: 60327.5 r 9.8568300000e+02 9.8568300000e+02 20.0160 1.0860 25.0 ab
OBS: 60332.5 r 7.3436420000e+03 7.3436420000e+03 17.8350 1.0860 25.0 ab
OBS: 60332.5 r 4.0234290000e+03 4.0234290000e+03 18.4880 1.0860 25.0 ab
OBS: 60335.5 r 5.2465460000e+03 5.2465460000e+03 18.2000 1.0860 25.0 ab
OBS: 60338.5 r 3.6081360000e+03 3.6081360000e+03 18.6070 1.0860 25.0 ab
OBS: 60343.5 r 2.6501810000e+03 2.6501810000e+03 18.9420 1.0860 25.0 ab
OBS: 60343.5 r 1.2516120000e+03 1.2516120000e+03 19.7560 1.0860 25.0 ab
OBS: 60349.5 r 1.8512100000e+03 1.8512100000e+03 19.3310 1.0860 25.0 ab
OBS: 60349.5 r 7.8428100000e+02 7.8428100000e+02 20.2640 1.0860 25.0 ab
OBS: 60352.4 r 9.2195800000e+02 9.2195800000e+02 20.0880 1.0860 25.0 ab
OBS: 60356.4 r 1.4588550000e+03 1.4588550000e+03 19.5900 1.0860 25.0 ab
OBS: 60362.4 r 2.2004650000e+03 2.2004650000e+03 19.1440 1.0860 25.0 ab
OBS: 60362.4 r 2.7453050000e+03 2.7453050000e+03 18.9040 1.0860 25.0 ab
OBS: 60365.4 r 3.2400840000e+03 3.2400840000e+03 18.7240 1.0860 25.0 ab
OBS: 60368.4 r 2.4773490000e+03 2.4773490000e+03 19.0150 1.0860 25.0 ab
OBS: 60368.4 r 2.4148360000e+03 2.4148360000e+03 19.0430 1.0860 25.0 ab
OBS: 60373.4 r 4.0631510000e+03 4.0631510000e+03 18.4780 1.0860 25.0 ab
OBS: 60373.4 r 1.7734550000e+03 1.7734550000e+03 19.3780 1.0860 25.0 ab
