SURVEY: VIRGO_PROJECT
SNID: SN1999cl
RA: 187.98337000
DECL: 14.42647000
MWEBV: 0.0000
REDSHIFT_HELIO: 0.008200
FILTERS: bessellb besselli bessellr bessellux bessellv standard::b

# ==========================================
# TERSE LIGHT CURVE OUTPUT:
#
NOBS: 225
NVAR: 8
VARLIST: MJD FLT FLUXCAL FLUXCALERR MAG MAGERR ZPT ZPSYS
OBS: 2451335.69 bessellux 0.1771085226347647 -999.0 16.07 -999.0 25.0 vega
OBS: 2451338.65 bessellux 0.22921311347926374 -999.0 15.79 -999.0 25.0 vega
OBS: 2451340.65 bessellux 0.23133399630556922 -999.0 15.78 -999.0 25.0 vega
OBS: 2451342.65 bessellux 0.2188968239915867 -999.0 15.84 -999.0 25.0 vega
OBS: 2451343.69 bessellux 0.2071283093657866 -999.0 15.9 -999.0 25.0 vega
OBS: 2451348.68 bessellux 0.12949096291628417 -999.0 16.41 -999.0 25.0 vega
OBS: 2451350.66 bessellux 0.1159416456523297 -999.0 16.53 -999.0 25.0 vega
OBS: 2451362.72 bessellux 0.017387592778798894 -999.0 18.59 -999.0 25.0 vega
OBS: 2451336.69 bessellb 0.9791371863869885 -999.0 15.28 -999.0 25.0 vega
OBS: 2451336.6966 bessellb 0.9728447618332726 -999.0 15.287 -999.0 25.0 vega
OBS: 2451337.78 bessellb 1.044343925152669 -999.0 15.21 -999.0 25.0 vega
OBS: 2451337.7858 bessellb 1.0414622792222115 -999.0 15.213 -999.0 25.0 vega
OBS: 2451338.65 bessellb 1.1241999064924884 -999.0 15.13 -999.0 25.0 vega
OBS: 2451339.7589 bessellb 1.1304296623608792 -999.0 15.124 -999.0 25.0 vega
OBS: 2451340.65 bessellb 1.1880741450376193 -999.0 15.07 -999.0 25.0 vega
OBS: 2451340.69 bessellb 1.2440663544700574 -999.0 15.02 -999.0 25.0 vega
OBS: 2451340.6926 bessellb 1.2303921307374561 -999.0 15.032 -999.0 25.0 vega
OBS: 2451342.65 bessellb 1.1771818158044374 -999.0 15.08 -999.0 25.0 vega
OBS: 2451343.69 bessellb 1.1663893480459093 -999.0 15.09 -999.0 25.0 vega
OBS: 2451343.99 bessellb 1.1451003432044922 -999.0 15.11 -999.0 25.0 vega
OBS: 2451348.68 bessellb 0.8847968031805363 -999.0 15.39 -999.0 25.0 vega
